,E,D,C,B,A,O,A',B',C',D',E',outcomes,str_out_det
178,10974,8106,7616,7339,6719,8178,6875,7238,7771,8127,11057,"{'tie': 56, 'left_suc_strategic': 4, 'left_unsuc_best_try': 11, 'left_unsuc_sincere': 14, 'left_unsuc_random': 21, 'left_winning_sincere': 44579, 'right_suc_strategic': 4, 'right_unsuc_best_try': 11, 'right_unsuc_sincere': 5, 'right_unsuc_random': 12, 'right_winning_sincere': 44793}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 3, -1: 1}, 'left_unsuc_best_try': {-9: 7, -7: 0, -5: 0, -3: 2, -1: 2}, 'right_suc_strategic': {1: 0, 3: 2, 5: 2, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 0, 7: 0, 9: 10}}"
179,10977,8107,7617,7334,6718,8178,6873,7239,7774,8129,11054,"{'tie': 54, 'left_suc_strategic': 7, 'left_unsuc_best_try': 11, 'left_unsuc_sincere': 15, 'left_unsuc_random': 12, 'left_winning_sincere': 44576, 'right_suc_strategic': 4, 'right_unsuc_best_try': 5, 'right_unsuc_sincere': 9, 'right_unsuc_random': 14, 'right_winning_sincere': 44794}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 4, -1: 2}, 'left_unsuc_best_try': {-9: 8, -7: 1, -5: 1, -3: 1, -1: 0}, 'right_suc_strategic': {1: 2, 3: 2, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 0, 7: 0, 9: 4}}"
180,10985,8102,7617,7335,6720,8178,6869,7238,7776,8126,11054,"{'tie': 59, 'left_suc_strategic': 2, 'left_unsuc_best_try': 14, 'left_unsuc_sincere': 8, 'left_unsuc_random': 10, 'left_winning_sincere': 44581, 'right_suc_strategic': 4, 'right_unsuc_best_try': 8, 'right_unsuc_sincere': 8, 'right_unsuc_random': 13, 'right_winning_sincere': 44792}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 1, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 8, -7: 3, -5: 0, -3: 2, -1: 1}, 'right_suc_strategic': {1: 2, 3: 2, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 0, 5: 2, 7: 1, 9: 4}}"
181,10984,8100,7617,7334,6719,8178,6869,7239,7775,8127,11058,"{'tie': 59, 'left_suc_strategic': 3, 'left_unsuc_best_try': 11, 'left_unsuc_sincere': 10, 'left_unsuc_random': 9, 'left_winning_sincere': 44588, 'right_suc_strategic': 1, 'right_unsuc_best_try': 12, 'right_unsuc_sincere': 12, 'right_unsuc_random': 12, 'right_winning_sincere': 44789}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 1, -3: 1, -1: 0}, 'left_unsuc_best_try': {-9: 8, -7: 1, -5: 0, -3: 1, -1: 1}, 'right_suc_strategic': {1: 0, 3: 0, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 1, 5: 0, 7: 2, 9: 8}}"
182,10984,8097,7619,7333,6719,8178,6868,7238,7775,8129,11060,"{'tie': 58, 'left_suc_strategic': 2, 'left_unsuc_best_try': 12, 'left_unsuc_sincere': 10, 'left_unsuc_random': 8, 'left_winning_sincere': 44584, 'right_suc_strategic': 2, 'right_unsuc_best_try': 13, 'right_unsuc_sincere': 10, 'right_unsuc_random': 8, 'right_winning_sincere': 44796}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 0, -1: 1}, 'left_unsuc_best_try': {-9: 7, -7: 2, -5: 1, -3: 2, -1: 0}, 'right_suc_strategic': {1: 0, 3: 2, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 2, 5: 2, 7: 2, 9: 6}}"
183,10984,8097,7616,7337,6718,8178,6867,7240,7778,8130,11055,"{'tie': 58, 'left_suc_strategic': 5, 'left_unsuc_best_try': 15, 'left_unsuc_sincere': 8, 'left_unsuc_random': 9, 'left_winning_sincere': 44582, 'right_suc_strategic': 2, 'right_unsuc_best_try': 9, 'right_unsuc_sincere': 11, 'right_unsuc_random': 11, 'right_winning_sincere': 44798}","{'left_suc_strategic': {-9: 0, -7: 3, -5: 0, -3: 0, -1: 2}, 'left_unsuc_best_try': {-9: 12, -7: 0, -5: 3, -3: 0, -1: 0}, 'right_suc_strategic': {1: 2, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 2, 5: 0, 7: 0, 9: 7}}"
184,10981,8099,7617,7338,6717,8178,6868,7238,7777,8133,11054,"{'tie': 57, 'left_suc_strategic': 2, 'left_unsuc_best_try': 10, 'left_unsuc_sincere': 12, 'left_unsuc_random': 10, 'left_winning_sincere': 44580, 'right_suc_strategic': 1, 'right_unsuc_best_try': 10, 'right_unsuc_sincere': 16, 'right_unsuc_random': 5, 'right_winning_sincere': 44800}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 0, -3: 0, -1: 1}, 'left_unsuc_best_try': {-9: 8, -7: 0, -5: 2, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 1, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 1, 7: 1, 9: 7}}"
185,10976,8099,7617,7335,6721,8178,6868,7238,7775,8134,11059,"{'tie': 58, 'left_suc_strategic': 1, 'left_unsuc_best_try': 8, 'left_unsuc_sincere': 12, 'left_unsuc_random': 13, 'left_winning_sincere': 44581, 'right_suc_strategic': 3, 'right_unsuc_best_try': 14, 'right_unsuc_sincere': 13, 'right_unsuc_random': 8, 'right_winning_sincere': 44798}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 1}, 'left_unsuc_best_try': {-9: 6, -7: 2, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 1, 3: 0, 5: 2, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 2, 5: 2, 7: 2, 9: 8}}"
186,10974,8097,7620,7339,6721,8178,6869,7236,7772,8135,11059,"{'tie': 56, 'left_suc_strategic': 3, 'left_unsuc_best_try': 12, 'left_unsuc_sincere': 7, 'left_unsuc_random': 12, 'left_winning_sincere': 44572, 'right_suc_strategic': 1, 'right_unsuc_best_try': 11, 'right_unsuc_sincere': 11, 'right_unsuc_random': 10, 'right_winning_sincere': 44809}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 1, -1: 2}, 'left_unsuc_best_try': {-9: 8, -7: 1, -5: 1, -3: 1, -1: 1}, 'right_suc_strategic': {1: 1, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 2, 7: 0, 9: 8}}"
187,10975,8097,7623,7335,6719,8178,6869,7238,7775,8136,11055,"{'tie': 58, 'left_suc_strategic': 2, 'left_unsuc_best_try': 13, 'left_unsuc_sincere': 11, 'left_unsuc_random': 11, 'left_winning_sincere': 44574, 'right_suc_strategic': 0, 'right_unsuc_best_try': 9, 'right_unsuc_sincere': 11, 'right_unsuc_random': 9, 'right_winning_sincere': 44805}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 1, -1: 1}, 'left_unsuc_best_try': {-9: 7, -7: 2, -5: 1, -3: 2, -1: 1}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 1, 5: 0, 7: 1, 9: 6}}"
188,10977,8098,7624,7335,6717,8178,6869,7238,7771,8140,11053,"{'tie': 55, 'left_suc_strategic': 3, 'left_unsuc_best_try': 14, 'left_unsuc_sincere': 12, 'left_unsuc_random': 8, 'left_winning_sincere': 44574, 'right_suc_strategic': 1, 'right_unsuc_best_try': 8, 'right_unsuc_sincere': 8, 'right_unsuc_random': 10, 'right_winning_sincere': 44810}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 1, -1: 2}, 'left_unsuc_best_try': {-9: 6, -7: 0, -5: 4, -3: 2, -1: 2}, 'right_suc_strategic': {1: 0, 3: 0, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 2, 7: 0, 9: 5}}"
189,10975,8099,7627,7332,6719,8178,6869,7240,7774,8138,11049,"{'tie': 55, 'left_suc_strategic': 1, 'left_unsuc_best_try': 11, 'left_unsuc_sincere': 13, 'left_unsuc_random': 8, 'left_winning_sincere': 44579, 'right_suc_strategic': 2, 'right_unsuc_best_try': 5, 'right_unsuc_sincere': 10, 'right_unsuc_random': 12, 'right_winning_sincere': 44808}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 1, -1: 0}, 'left_unsuc_best_try': {-9: 10, -7: 0, -5: 0, -3: 1, -1: 0}, 'right_suc_strategic': {1: 2, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 0, 7: 1, 9: 3}}"
190,10976,8098,7627,7334,6719,8178,6869,7238,7775,8137,11049,"{'tie': 55, 'left_suc_strategic': 2, 'left_unsuc_best_try': 11, 'left_unsuc_sincere': 9, 'left_unsuc_random': 11, 'left_winning_sincere': 44581, 'right_suc_strategic': 4, 'right_unsuc_best_try': 5, 'right_unsuc_sincere': 7, 'right_unsuc_random': 13, 'right_winning_sincere': 44804}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 1, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 7, -7: 2, -5: 1, -3: 0, -1: 1}, 'right_suc_strategic': {1: 1, 3: 2, 5: 0, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 5}}"
191,10974,8095,7628,7332,6719,8178,6870,7237,7777,8138,11052,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 15, 'left_unsuc_sincere': 8, 'left_unsuc_random': 13, 'left_winning_sincere': 44581, 'right_suc_strategic': 4, 'right_unsuc_best_try': 8, 'right_unsuc_sincere': 8, 'right_unsuc_random': 7, 'right_winning_sincere': 44800}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 8, -7: 3, -5: 2, -3: 2, -1: 0}, 'right_suc_strategic': {1: 1, 3: 1, 5: 0, 7: 2, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 1, 5: 0, 7: 1, 9: 5}}"
192,10976,8094,7625,7333,6719,8178,6868,7238,7780,8136,11053,"{'tie': 56, 'left_suc_strategic': 2, 'left_unsuc_best_try': 16, 'left_unsuc_sincere': 9, 'left_unsuc_random': 11, 'left_winning_sincere': 44576, 'right_suc_strategic': 2, 'right_unsuc_best_try': 10, 'right_unsuc_sincere': 5, 'right_unsuc_random': 7, 'right_winning_sincere': 44804}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 1, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 12, -7: 1, -5: 2, -3: 0, -1: 1}, 'right_suc_strategic': {1: 1, 3: 0, 5: 0, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 0, 5: 0, 7: 0, 9: 9}}"
193,10972,8092,7624,7334,6718,8178,6870,7241,7783,8138,11050,"{'tie': 57, 'left_suc_strategic': 5, 'left_unsuc_best_try': 9, 'left_unsuc_sincere': 15, 'left_unsuc_random': 14, 'left_winning_sincere': 44574, 'right_suc_strategic': 1, 'right_unsuc_best_try': 8, 'right_unsuc_sincere': 7, 'right_unsuc_random': 10, 'right_winning_sincere': 44802}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 1, -3: 1, -1: 2}, 'left_unsuc_best_try': {-9: 6, -7: 3, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 1, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 0, 5: 0, 7: 2, 9: 5}}"
194,10968,8092,7624,7331,6722,8178,6868,7243,7783,8138,11053,"{'tie': 55, 'left_suc_strategic': 3, 'left_unsuc_best_try': 12, 'left_unsuc_sincere': 13, 'left_unsuc_random': 14, 'left_winning_sincere': 44567, 'right_suc_strategic': 3, 'right_unsuc_best_try': 10, 'right_unsuc_sincere': 7, 'right_unsuc_random': 9, 'right_winning_sincere': 44806}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 3, -1: 0}, 'left_unsuc_best_try': {-9: 10, -7: 1, -5: 0, -3: 1, -1: 0}, 'right_suc_strategic': {1: 2, 3: 1, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 1, 7: 1, 9: 7}}"
195,10974,8091,7619,7331,6720,8178,6868,7245,7787,8139,11048,"{'tie': 54, 'left_suc_strategic': 2, 'left_unsuc_best_try': 13, 'left_unsuc_sincere': 18, 'left_unsuc_random': 11, 'left_winning_sincere': 44563, 'right_suc_strategic': 4, 'right_unsuc_best_try': 7, 'right_unsuc_sincere': 9, 'right_unsuc_random': 8, 'right_winning_sincere': 44812}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 0, -1: 1}, 'left_unsuc_best_try': {-9: 8, -7: 2, -5: 3, -3: 0, -1: 0}, 'right_suc_strategic': {1: 2, 3: 1, 5: 0, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 1, 9: 6}}"
196,10968,8092,7619,7330,6722,8178,6870,7244,7788,8139,11050,"{'tie': 57, 'left_suc_strategic': 0, 'left_unsuc_best_try': 13, 'left_unsuc_sincere': 14, 'left_unsuc_random': 11, 'left_winning_sincere': 44560, 'right_suc_strategic': 1, 'right_unsuc_best_try': 7, 'right_unsuc_sincere': 15, 'right_unsuc_random': 5, 'right_winning_sincere': 44815}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 11, -7: 0, -5: 0, -3: 2, -1: 0}, 'right_suc_strategic': {1: 0, 3: 1, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 2, 7: 0, 9: 4}}"
197,10967,8092,7619,7330,6723,8178,6870,7245,7789,8141,11046,"{'tie': 54, 'left_suc_strategic': 2, 'left_unsuc_best_try': 14, 'left_unsuc_sincere': 11, 'left_unsuc_random': 15, 'left_winning_sincere': 44558, 'right_suc_strategic': 1, 'right_unsuc_best_try': 4, 'right_unsuc_sincere': 13, 'right_unsuc_random': 10, 'right_winning_sincere': 44823}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 1, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 9, -7: 1, -5: 3, -3: 0, -1: 1}, 'right_suc_strategic': {1: 1, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 1, 9: 3}}"
198,10959,8096,7620,7334,6721,8178,6871,7243,7790,8137,11051,"{'tie': 56, 'left_suc_strategic': 3, 'left_unsuc_best_try': 6, 'left_unsuc_sincere': 15, 'left_unsuc_random': 17, 'left_winning_sincere': 44557, 'right_suc_strategic': 3, 'right_unsuc_best_try': 12, 'right_unsuc_sincere': 6, 'right_unsuc_random': 9, 'right_winning_sincere': 44818}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 1, -1: 1}, 'left_unsuc_best_try': {-9: 4, -7: 0, -5: 1, -3: 0, -1: 1}, 'right_suc_strategic': {1: 0, 3: 2, 5: 0, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 2, 5: 1, 7: 2, 9: 7}}"
199,10965,8091,7618,7338,6718,8178,6872,7247,7788,8137,11048,"{'tie': 55, 'left_suc_strategic': 4, 'left_unsuc_best_try': 16, 'left_unsuc_sincere': 9, 'left_unsuc_random': 15, 'left_winning_sincere': 44552, 'right_suc_strategic': 0, 'right_unsuc_best_try': 5, 'right_unsuc_sincere': 14, 'right_unsuc_random': 11, 'right_winning_sincere': 44825}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 3, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 11, -7: 0, -5: 1, -3: 1, -1: 3}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 1, 7: 0, 9: 4}}"
200,10968,8091,7618,7334,6718,8178,6875,7246,7791,8132,11049,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 9, 'left_unsuc_sincere': 15, 'left_unsuc_random': 14, 'left_winning_sincere': 44556, 'right_suc_strategic': 0, 'right_unsuc_best_try': 8, 'right_unsuc_sincere': 9, 'right_unsuc_random': 12, 'right_winning_sincere': 44823}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 7, -7: 0, -5: 1, -3: 1, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 1, 5: 1, 7: 2, 9: 3}}"
201,10970,8090,7613,7334,6719,8178,6878,7243,7792,8130,11053,"{'tie': 58, 'left_suc_strategic': 3, 'left_unsuc_best_try': 18, 'left_unsuc_sincere': 10, 'left_unsuc_random': 14, 'left_winning_sincere': 44561, 'right_suc_strategic': 4, 'right_unsuc_best_try': 16, 'right_unsuc_sincere': 9, 'right_unsuc_random': 8, 'right_winning_sincere': 44815}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 2, -3: 0, -1: 1}, 'left_unsuc_best_try': {-9: 10, -7: 3, -5: 4, -3: 1, -1: 0}, 'right_suc_strategic': {1: 0, 3: 1, 5: 1, 7: 2, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 0, 5: 1, 7: 2, 9: 11}}"
202,10965,8093,7612,7336,6721,8178,6873,7247,7793,8132,11050,"{'tie': 56, 'left_suc_strategic': 0, 'left_unsuc_best_try': 10, 'left_unsuc_sincere': 17, 'left_unsuc_random': 11, 'left_winning_sincere': 44560, 'right_suc_strategic': 3, 'right_unsuc_best_try': 9, 'right_unsuc_sincere': 11, 'right_unsuc_random': 11, 'right_winning_sincere': 44819}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 7, -7: 0, -5: 1, -3: 1, -1: 1}, 'right_suc_strategic': {1: 3, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 0, 5: 1, 7: 0, 9: 7}}"
203,10962,8089,7616,7338,6722,8178,6872,7245,7795,8133,11050,"{'tie': 53, 'left_suc_strategic': 3, 'left_unsuc_best_try': 12, 'left_unsuc_sincere': 10, 'left_unsuc_random': 15, 'left_winning_sincere': 44558, 'right_suc_strategic': 2, 'right_unsuc_best_try': 9, 'right_unsuc_sincere': 11, 'right_unsuc_random': 9, 'right_winning_sincere': 44823}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 0, -3: 0, -1: 2}, 'left_unsuc_best_try': {-9: 7, -7: 3, -5: 1, -3: 0, -1: 1}, 'right_suc_strategic': {1: 0, 3: 2, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 0, 5: 2, 7: 0, 9: 5}}"
204,10960,8090,7616,7338,6721,8178,6873,7249,7795,8132,11048,"{'tie': 56, 'left_suc_strategic': 1, 'left_unsuc_best_try': 14, 'left_unsuc_sincere': 11, 'left_unsuc_random': 16, 'left_winning_sincere': 44554, 'right_suc_strategic': 1, 'right_unsuc_best_try': 11, 'right_unsuc_sincere': 7, 'right_unsuc_random': 12, 'right_winning_sincere': 44823}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 1, -1: 0}, 'left_unsuc_best_try': {-9: 11, -7: 1, -5: 0, -3: 0, -1: 2}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 2, 7: 1, 9: 8}}"
205,10963,8087,7615,7340,6719,8178,6873,7247,7797,8128,11053,"{'tie': 56, 'left_suc_strategic': 4, 'left_unsuc_best_try': 13, 'left_unsuc_sincere': 16, 'left_unsuc_random': 10, 'left_winning_sincere': 44551, 'right_suc_strategic': 2, 'right_unsuc_best_try': 11, 'right_unsuc_sincere': 11, 'right_unsuc_random': 4, 'right_winning_sincere': 44831}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 0, -3: 2, -1: 1}, 'left_unsuc_best_try': {-9: 6, -7: 5, -5: 1, -3: 0, -1: 1}, 'right_suc_strategic': {1: 1, 3: 1, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 1, 7: 3, 9: 7}}"
206,10959,8089,7617,7340,6716,8178,6874,7251,7798,8130,11048,"{'tie': 56, 'left_suc_strategic': 4, 'left_unsuc_best_try': 8, 'left_unsuc_sincere': 13, 'left_unsuc_random': 17, 'left_winning_sincere': 44549, 'right_suc_strategic': 1, 'right_unsuc_best_try': 6, 'right_unsuc_sincere': 7, 'right_unsuc_random': 13, 'right_winning_sincere': 44832}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 2, -1: 1}, 'left_unsuc_best_try': {-9: 5, -7: 0, -5: 1, -3: 1, -1: 1}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 1, 7: 0, 9: 4}}"
207,10961,8088,7620,7339,6715,8178,6876,7248,7799,8132,11044,"{'tie': 59, 'left_suc_strategic': 2, 'left_unsuc_best_try': 16, 'left_unsuc_sincere': 11, 'left_unsuc_random': 10, 'left_winning_sincere': 44548, 'right_suc_strategic': 2, 'right_unsuc_best_try': 6, 'right_unsuc_sincere': 11, 'right_unsuc_random': 11, 'right_winning_sincere': 44831}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 2, -1: 0}, 'left_unsuc_best_try': {-9: 12, -7: 2, -5: 0, -3: 2, -1: 0}, 'right_suc_strategic': {1: 1, 3: 1, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 2, 5: 1, 7: 0, 9: 3}}"
208,10961,8087,7618,7336,6720,8178,6876,7249,7799,8130,11046,"{'tie': 58, 'left_suc_strategic': 3, 'left_unsuc_best_try': 9, 'left_unsuc_sincere': 14, 'left_unsuc_random': 11, 'left_winning_sincere': 44553, 'right_suc_strategic': 3, 'right_unsuc_best_try': 6, 'right_unsuc_sincere': 13, 'right_unsuc_random': 11, 'right_winning_sincere': 44826}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 1, -3: 0, -1: 1}, 'left_unsuc_best_try': {-9: 6, -7: 0, -5: 1, -3: 2, -1: 0}, 'right_suc_strategic': {1: 0, 3: 1, 5: 1, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 1, 7: 1, 9: 3}}"
209,10963,8089,7616,7335,6722,8178,6880,7246,7797,8129,11045,"{'tie': 62, 'left_suc_strategic': 3, 'left_unsuc_best_try': 9, 'left_unsuc_sincere': 14, 'left_unsuc_random': 12, 'left_winning_sincere': 44554, 'right_suc_strategic': 1, 'right_unsuc_best_try': 12, 'right_unsuc_sincere': 6, 'right_unsuc_random': 11, 'right_winning_sincere': 44828}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 1, -1: 1}, 'left_unsuc_best_try': {-9: 5, -7: 0, -5: 2, -3: 1, -1: 1}, 'right_suc_strategic': {1: 0, 3: 0, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 2, 5: 1, 7: 1, 9: 8}}"
210,10960,8092,7613,7338,6725,8178,6876,7245,7800,8127,11046,"{'tie': 59, 'left_suc_strategic': 3, 'left_unsuc_best_try': 14, 'left_unsuc_sincere': 11, 'left_unsuc_random': 9, 'left_winning_sincere': 44561, 'right_suc_strategic': 4, 'right_unsuc_best_try': 9, 'right_unsuc_sincere': 11, 'right_unsuc_random': 11, 'right_winning_sincere': 44818}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 2, -3: 0, -1: 1}, 'left_unsuc_best_try': {-9: 12, -7: 0, -5: 1, -3: 0, -1: 1}, 'right_suc_strategic': {1: 2, 3: 2, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 0, 5: 3, 7: 3, 9: 2}}"
211,10955,8091,7612,7341,6727,8178,6876,7247,7801,8126,11046,"{'tie': 56, 'left_suc_strategic': 2, 'left_unsuc_best_try': 7, 'left_unsuc_sincere': 13, 'left_unsuc_random': 15, 'left_winning_sincere': 44568, 'right_suc_strategic': 3, 'right_unsuc_best_try': 11, 'right_unsuc_sincere': 11, 'right_unsuc_random': 9, 'right_winning_sincere': 44820}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 2, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 4, -7: 2, -5: 0, -3: 0, -1: 1}, 'right_suc_strategic': {1: 0, 3: 1, 5: 1, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 0, 5: 0, 7: 1, 9: 8}}"
212,10955,8093,7612,7347,6721,8178,6877,7246,7799,8128,11044,"{'tie': 55, 'left_suc_strategic': 3, 'left_unsuc_best_try': 12, 'left_unsuc_sincere': 8, 'left_unsuc_random': 12, 'left_winning_sincere': 44565, 'right_suc_strategic': 6, 'right_unsuc_best_try': 8, 'right_unsuc_sincere': 10, 'right_unsuc_random': 11, 'right_winning_sincere': 44819}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 0, -3: 0, -1: 2}, 'left_unsuc_best_try': {-9: 9, -7: 1, -5: 1, -3: 0, -1: 1}, 'right_suc_strategic': {1: 0, 3: 2, 5: 4, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 1, 9: 7}}"
213,10963,8092,7615,7344,6721,8178,6875,7246,7799,8126,11041,"{'tie': 56, 'left_suc_strategic': 2, 'left_unsuc_best_try': 15, 'left_unsuc_sincere': 11, 'left_unsuc_random': 2, 'left_winning_sincere': 44568, 'right_suc_strategic': 0, 'right_unsuc_best_try': 10, 'right_unsuc_sincere': 10, 'right_unsuc_random': 10, 'right_winning_sincere': 44825}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 0, -3: 1, -1: 0}, 'left_unsuc_best_try': {-9: 8, -7: 1, -5: 1, -3: 4, -1: 1}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 1, 5: 0, 7: 1, 9: 7}}"
214,10963,8094,7614,7343,6723,8178,6875,7245,7798,8129,11038,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 11, 'left_unsuc_sincere': 10, 'left_unsuc_random': 6, 'left_winning_sincere': 44583, 'right_suc_strategic': 8, 'right_unsuc_best_try': 8, 'right_unsuc_sincere': 9, 'right_unsuc_random': 7, 'right_winning_sincere': 44818}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 7, -7: 2, -5: 0, -3: 2, -1: 0}, 'right_suc_strategic': {1: 1, 3: 2, 5: 5, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 1, 7: 1, 9: 6}}"
